"ID","species","plot","treatment","tree_spec","year","abundance","tree_species","inte"
"EGA_2017","Xyleborinus_saxesenii","E","G","A",2017,12,"A","A*Xyleborinus_saxesenii"
"EGA_2017","Xylosandrus_germanus","E","G","A",2017,3,"A","A*Xylosandrus_germanus"
"FGA_2017","Homalota_plana","F","G","A",2017,2,"A","A*Homalota_plana"
"FGA_2017","Phloeopora_teres","F","G","A",2017,1,"A","A*Phloeopora_teres"
"FGA_2017","Platyrhinus_resinosus","F","G","A",2017,1,"A","A*Platyrhinus_resinosus"
"FGA_2017","Uleiota_planatus","F","G","A",2017,1,"A","A*Uleiota_planatus"
"FGA_2017","Xyleborinus_saxesenii","F","G","A",2017,5,"A","A*Xyleborinus_saxesenii"
"FGA_2017","Xyleborus_cryptographus","F","G","A",2017,1,"A","A*Xyleborus_cryptographus"
"ANA_2017","Anomognathus_cuspidatus","A","N","A",2017,113,"A","A*Anomognathus_cuspidatus"
"ANA_2017","Bibloporus_minutus","A","N","A",2017,1,"A","A*Bibloporus_minutus"
"ANA_2017","Cerylon_deplanatum","A","N","A",2017,1,"A","A*Cerylon_deplanatum"
"ANA_2017","Cerylon_histeroides","A","N","A",2017,1,"A","A*Cerylon_histeroides"
"ANA_2017","Dinaraea_aequata","A","N","A",2017,1,"A","A*Dinaraea_aequata"
"ANA_2017","Gabrius_splendidulus","A","N","A",2017,1,"A","A*Gabrius_splendidulus"
"ANA_2017","Phloeopora_teres","A","N","A",2017,1,"A","A*Phloeopora_teres"
"ANA_2017","Platysoma_compressum","A","N","A",2017,1,"A","A*Platysoma_compressum"
"ANA_2017","Rhizophagus_bipustulatus","A","N","A",2017,1,"A","A*Rhizophagus_bipustulatus"
"ANA_2017","Uleiota_planatus","A","N","A",2017,3,"A","A*Uleiota_planatus"
"BNA_2017","Dasytes_plumbeus","B","N","A",2017,1,"A","A*Dasytes_plumbeus"
"BNA_2017","Scaphisoma_agaricinum","B","N","A",2017,2,"A","A*Scaphisoma_agaricinum"
"BNA_2017","Tomoxia_bucephala","B","N","A",2017,1,"A","A*Tomoxia_bucephala"
"BNA_2017","Triplax_rufipes","B","N","A",2017,21,"A","A*Triplax_rufipes"
"BNA_2017","Uleiota_planatus","B","N","A",2017,1,"A","A*Uleiota_planatus"
"CNA_2017","Bitoma_crenata","C","N","A",2017,1,"A","A*Bitoma_crenata"
"CNA_2017","Cerylon_histeroides","C","N","A",2017,1,"A","A*Cerylon_histeroides"
"CNA_2017","Sulcacis_nitidus","C","N","A",2017,5,"A","A*Sulcacis_nitidus"
"CNA_2017","Triplax_rufipes","C","N","A",2017,17,"A","A*Triplax_rufipes"
"DNA_2017","Anisandrus_dispar","D","N","A",2017,1,"A","A*Anisandrus_dispar"
"DNA_2017","Anomognathus_cuspidatus","D","N","A",2017,3,"A","A*Anomognathus_cuspidatus"
"DNA_2017","Bibloporus_bicolor","D","N","A",2017,1,"A","A*Bibloporus_bicolor"
"DNA_2017","Cerylon_deplanatum","D","N","A",2017,4,"A","A*Cerylon_deplanatum"
"DNA_2017","Cis_boleti","D","N","A",2017,1,"A","A*Cis_boleti"
"DNA_2017","Cis_submicans","D","N","A",2017,9,"A","A*Cis_submicans"
"DNA_2017","Corticeus_unicolor","D","N","A",2017,1,"A","A*Corticeus_unicolor"
"DNA_2017","Cyclorhipidion_bodoanum","D","N","A",2017,1,"A","A*Cyclorhipidion_bodoanum"
"DNA_2017","Enicmus_rugosus","D","N","A",2017,1,"A","A*Enicmus_rugosus"
"DNA_2017","Mycetophagus_fulvicollis","D","N","A",2017,1,"A","A*Mycetophagus_fulvicollis"
"DNA_2017","Phloeopora_teres","D","N","A",2017,2,"A","A*Phloeopora_teres"
"DNA_2017","Plegaderus_dissectus","D","N","A",2017,1,"A","A*Plegaderus_dissectus"
"DNA_2017","Saperda_perforata","D","N","A",2017,2,"A","A*Saperda_perforata"
"DNA_2017","Silvanus_unidentatus","D","N","A",2017,1,"A","A*Silvanus_unidentatus"
"DNA_2017","Sulcacis_fronticornis","D","N","A",2017,5,"A","A*Sulcacis_fronticornis"
"DNA_2017","Sulcacis_nitidus","D","N","A",2017,27,"A","A*Sulcacis_nitidus"
"DNA_2017","Triplax_rufipes","D","N","A",2017,6,"A","A*Triplax_rufipes"
"DNA_2017","Uleiota_planatus","D","N","A",2017,1,"A","A*Uleiota_planatus"
"ENA_2017","Anomognathus_cuspidatus","E","N","A",2017,2,"A","A*Anomognathus_cuspidatus"
"ENA_2017","Bolitochara_obliqua","E","N","A",2017,1,"A","A*Bolitochara_obliqua"
"ENA_2017","Cyclorhipidion_bodoanum","E","N","A",2017,2,"A","A*Cyclorhipidion_bodoanum"
"ENA_2017","Dinaraea_aequata","E","N","A",2017,3,"A","A*Dinaraea_aequata"
"ENA_2017","Dinaraea_linearis","E","N","A",2017,1,"A","A*Dinaraea_linearis"
"ENA_2017","Dropephylla_ioptera","E","N","A",2017,1,"A","A*Dropephylla_ioptera"
"ENA_2017","Gabrius_splendidulus","E","N","A",2017,1,"A","A*Gabrius_splendidulus"
"ENA_2017","Gyrophaena_polita","E","N","A",2017,1,"A","A*Gyrophaena_polita"
"ENA_2017","Orthoperus_corticalis","E","N","A",2017,1,"A","A*Orthoperus_corticalis"
"ENA_2017","Plegaderus_dissectus","E","N","A",2017,1,"A","A*Plegaderus_dissectus"
"ENA_2017","Siagonium_quadricorne","E","N","A",2017,1,"A","A*Siagonium_quadricorne"
"ENA_2017","Triplax_rufipes","E","N","A",2017,7,"A","A*Triplax_rufipes"
"ENA_2017","Tritoma_bipustulata","E","N","A",2017,1,"A","A*Tritoma_bipustulata"
"ENA_2017","Uleiota_planatus","E","N","A",2017,3,"A","A*Uleiota_planatus"
"ENA_2017","Xyleborinus_saxesenii","E","N","A",2017,2,"A","A*Xyleborinus_saxesenii"
"ENA_2017","Xyleborus_monographus","E","N","A",2017,3,"A","A*Xyleborus_monographus"
"FNA_2017","Bolitochara_obliqua","F","N","A",2017,1,"A","A*Bolitochara_obliqua"
"FNA_2017","Cis_submicans","F","N","A",2017,1,"A","A*Cis_submicans"
"FNA_2017","Dasytes_plumbeus","F","N","A",2017,1,"A","A*Dasytes_plumbeus"
"FNA_2017","Dinaraea_aequata","F","N","A",2017,1,"A","A*Dinaraea_aequata"
"FNA_2017","Dinaraea_linearis","F","N","A",2017,1,"A","A*Dinaraea_linearis"
"FNA_2017","Elateroides_dermestoides","F","N","A",2017,1,"A","A*Elateroides_dermestoides"
"FNA_2017","Gyrophaena_polita","F","N","A",2017,1,"A","A*Gyrophaena_polita"
"FNA_2017","Paromalus_parallelepipedus","F","N","A",2017,1,"A","A*Paromalus_parallelepipedus"
"FNA_2017","Phloeopora_teres","F","N","A",2017,1,"A","A*Phloeopora_teres"
"FNA_2017","Silvanus_bidentatus","F","N","A",2017,2,"A","A*Silvanus_bidentatus"
"FNA_2017","Sulcacis_nitidus","F","N","A",2017,42,"A","A*Sulcacis_nitidus"
"FNA_2017","Triplax_rufipes","F","N","A",2017,1,"A","A*Triplax_rufipes"
"AOA_2017","Anomognathus_cuspidatus","A","O","A",2017,5,"A","A*Anomognathus_cuspidatus"
"AOA_2017","Bitoma_crenata","A","O","A",2017,3,"A","A*Bitoma_crenata"
"AOA_2017","Cerylon_ferrugineum","A","O","A",2017,1,"A","A*Cerylon_ferrugineum"
"AOA_2017","Cerylon_histeroides","A","O","A",2017,1,"A","A*Cerylon_histeroides"
"AOA_2017","Cryptolestes_duplicatus","A","O","A",2017,1,"A","A*Cryptolestes_duplicatus"
"AOA_2017","Dacne_bipustulata","A","O","A",2017,1,"A","A*Dacne_bipustulata"
"AOA_2017","Eblisia_minor","A","O","A",2017,1,"A","A*Eblisia_minor"
"AOA_2017","Enicmus_rugosus","A","O","A",2017,1,"A","A*Enicmus_rugosus"
"AOA_2017","Gabrius_splendidulus","A","O","A",2017,1,"A","A*Gabrius_splendidulus"
"AOA_2017","Homalota_plana","A","O","A",2017,1,"A","A*Homalota_plana"
"AOA_2017","Platysoma_compressum","A","O","A",2017,1,"A","A*Platysoma_compressum"
"AOA_2017","Scaphisoma_agaricinum","A","O","A",2017,1,"A","A*Scaphisoma_agaricinum"
"AOA_2017","Sulcacis_nitidus","A","O","A",2017,14,"A","A*Sulcacis_nitidus"
"AOA_2017","Tritoma_bipustulata","A","O","A",2017,12,"A","A*Tritoma_bipustulata"
"AOA_2017","Wanachia_triguttata","A","O","A",2017,1,"A","A*Wanachia_triguttata"
"AOA_2017","Xyleborinus_saxesenii","A","O","A",2017,21,"A","A*Xyleborinus_saxesenii"
"BOA_2017","Bitoma_crenata","B","O","A",2017,5,"A","A*Bitoma_crenata"
"BOA_2017","Bolitochara_obliqua","B","O","A",2017,2,"A","A*Bolitochara_obliqua"
"BOA_2017","Cis_boleti","B","O","A",2017,1,"A","A*Cis_boleti"
"BOA_2017","Cryptolestes_duplicatus","B","O","A",2017,3,"A","A*Cryptolestes_duplicatus"
"BOA_2017","Euplectus_mutator","B","O","A",2017,1,"A","A*Euplectus_mutator"
"BOA_2017","Gyrophaena_boleti","B","O","A",2017,1,"A","A*Gyrophaena_boleti"
"BOA_2017","Gyrophaena_polita","B","O","A",2017,1,"A","A*Gyrophaena_polita"
"BOA_2017","Gyrophaena_strictula","B","O","A",2017,2,"A","A*Gyrophaena_strictula"
"BOA_2017","Mycetophagus_quadripustulatus","B","O","A",2017,1,"A","A*Mycetophagus_quadripustulatus"
"BOA_2017","Octotemnus_glabriculus","B","O","A",2017,2,"A","A*Octotemnus_glabriculus"
"BOA_2017","Orthoperus_corticalis","B","O","A",2017,2,"A","A*Orthoperus_corticalis"
"BOA_2017","Scaphisoma_agaricinum","B","O","A",2017,1,"A","A*Scaphisoma_agaricinum"
"BOA_2017","Sulcacis_fronticornis","B","O","A",2017,43,"A","A*Sulcacis_fronticornis"
"BOA_2017","Sulcacis_nitidus","B","O","A",2017,586,"A","A*Sulcacis_nitidus"
"BOA_2017","Tomoxia_bucephala","B","O","A",2017,1,"A","A*Tomoxia_bucephala"
"BOA_2017","Tritoma_bipustulata","B","O","A",2017,31,"A","A*Tritoma_bipustulata"
"BOA_2017","Xyleborinus_saxesenii","B","O","A",2017,2,"A","A*Xyleborinus_saxesenii"
"COA_2017","Anomognathus_cuspidatus","C","O","A",2017,1,"A","A*Anomognathus_cuspidatus"
"COA_2017","Bitoma_crenata","C","O","A",2017,5,"A","A*Bitoma_crenata"
"COA_2017","Curtimorda_maculosa","C","O","A",2017,5,"A","A*Curtimorda_maculosa"
"COA_2017","Dexiogyia_corticina","C","O","A",2017,1,"A","A*Dexiogyia_corticina"
"COA_2017","Sulcacis_nitidus","C","O","A",2017,2,"A","A*Sulcacis_nitidus"
"COA_2017","Tritoma_bipustulata","C","O","A",2017,2,"A","A*Tritoma_bipustulata"
"DOA_2017","Anaspis_flava","D","O","A",2017,1,"A","A*Anaspis_flava"
"DOA_2017","Bibloporus_minutus","D","O","A",2017,1,"A","A*Bibloporus_minutus"
"DOA_2017","Bitoma_crenata","D","O","A",2017,15,"A","A*Bitoma_crenata"
"DOA_2017","Bolitochara_obliqua","D","O","A",2017,1,"A","A*Bolitochara_obliqua"
"DOA_2017","Cerylon_deplanatum","D","O","A",2017,1,"A","A*Cerylon_deplanatum"
"DOA_2017","Cerylon_ferrugineum","D","O","A",2017,2,"A","A*Cerylon_ferrugineum"
"DOA_2017","Cerylon_histeroides","D","O","A",2017,9,"A","A*Cerylon_histeroides"
"DOA_2017","Cis_submicans","D","O","A",2017,2,"A","A*Cis_submicans"
"DOA_2017","Corticeus_unicolor","D","O","A",2017,1,"A","A*Corticeus_unicolor"
"DOA_2017","Cryptolestes_duplicatus","D","O","A",2017,2,"A","A*Cryptolestes_duplicatus"
"DOA_2017","Dasytes_niger","D","O","A",2017,1,"A","A*Dasytes_niger"
"DOA_2017","Drapetes_mordelloides","D","O","A",2017,2,"A","A*Drapetes_mordelloides"
"DOA_2017","Eblisia_minor","D","O","A",2017,3,"A","A*Eblisia_minor"
"DOA_2017","Gabrius_splendidulus","D","O","A",2017,1,"A","A*Gabrius_splendidulus"
"DOA_2017","Gyrophaena_polita","D","O","A",2017,2,"A","A*Gyrophaena_polita"
"DOA_2017","Homalota_plana","D","O","A",2017,1,"A","A*Homalota_plana"
"DOA_2017","Octotemnus_glabriculus","D","O","A",2017,1,"A","A*Octotemnus_glabriculus"
"DOA_2017","Phloeopora_teres","D","O","A",2017,2,"A","A*Phloeopora_teres"
"DOA_2017","Platysoma_compressum","D","O","A",2017,2,"A","A*Platysoma_compressum"
"DOA_2017","Scaphisoma_agaricinum","D","O","A",2017,2,"A","A*Scaphisoma_agaricinum"
"DOA_2017","Silvanus_bidentatus","D","O","A",2017,2,"A","A*Silvanus_bidentatus"
"DOA_2017","Silvanus_unidentatus","D","O","A",2017,3,"A","A*Silvanus_unidentatus"
"DOA_2017","Sulcacis_fronticornis","D","O","A",2017,2,"A","A*Sulcacis_fronticornis"
"DOA_2017","Sulcacis_nitidus","D","O","A",2017,279,"A","A*Sulcacis_nitidus"
"DOA_2017","Tachyta_nana","D","O","A",2017,2,"A","A*Tachyta_nana"
"DOA_2017","Tritoma_bipustulata","D","O","A",2017,4,"A","A*Tritoma_bipustulata"
"DOA_2017","Xyleborinus_saxesenii","D","O","A",2017,3,"A","A*Xyleborinus_saxesenii"
"EOA_2017","Bitoma_crenata","E","O","A",2017,7,"A","A*Bitoma_crenata"
"EOA_2017","Bolitophagus_reticulatus","E","O","A",2017,1,"A","A*Bolitophagus_reticulatus"
"EOA_2017","Cyclorhipidion_bodoanum","E","O","A",2017,1,"A","A*Cyclorhipidion_bodoanum"
"EOA_2017","Drapetes_mordelloides","E","O","A",2017,1,"A","A*Drapetes_mordelloides"
"EOA_2017","Nudobius_lentus","E","O","A",2017,1,"A","A*Nudobius_lentus"
"EOA_2017","Placonotus_testaceus","E","O","A",2017,1,"A","A*Placonotus_testaceus"
"EOA_2017","Scaphisoma_agaricinum","E","O","A",2017,1,"A","A*Scaphisoma_agaricinum"
"EOA_2017","Silvanus_unidentatus","E","O","A",2017,1,"A","A*Silvanus_unidentatus"
"EOA_2017","Sulcacis_nitidus","E","O","A",2017,6,"A","A*Sulcacis_nitidus"
"EOA_2017","Tomoxia_bucephala","E","O","A",2017,6,"A","A*Tomoxia_bucephala"
"EOA_2017","Tritoma_bipustulata","E","O","A",2017,24,"A","A*Tritoma_bipustulata"
"EOA_2017","Uleiota_planatus","E","O","A",2017,2,"A","A*Uleiota_planatus"
"EOA_2017","Xyleborinus_saxesenii","E","O","A",2017,3,"A","A*Xyleborinus_saxesenii"
"FOA_2017","Bitoma_crenata","F","O","A",2017,12,"A","A*Bitoma_crenata"
"FOA_2017","Bolitochara_obliqua","F","O","A",2017,1,"A","A*Bolitochara_obliqua"
"FOA_2017","Cis_submicans","F","O","A",2017,2,"A","A*Cis_submicans"
"FOA_2017","Corticeus_unicolor","F","O","A",2017,1,"A","A*Corticeus_unicolor"
"FOA_2017","Cyclorhipidion_bodoanum","F","O","A",2017,2,"A","A*Cyclorhipidion_bodoanum"
"FOA_2017","Drapetes_mordelloides","F","O","A",2017,1,"A","A*Drapetes_mordelloides"
"FOA_2017","Eblisia_minor","F","O","A",2017,1,"A","A*Eblisia_minor"
"FOA_2017","Enicmus_rugosus","F","O","A",2017,5,"A","A*Enicmus_rugosus"
"FOA_2017","Gabrius_splendidulus","F","O","A",2017,2,"A","A*Gabrius_splendidulus"
"FOA_2017","Phloeopora_teres","F","O","A",2017,2,"A","A*Phloeopora_teres"
"FOA_2017","Platyrhinus_resinosus","F","O","A",2017,1,"A","A*Platyrhinus_resinosus"
"FOA_2017","Pyrochroa_coccinea","F","O","A",2017,1,"A","A*Pyrochroa_coccinea"
"FOA_2017","Silvanus_unidentatus","F","O","A",2017,1,"A","A*Silvanus_unidentatus"
"FOA_2017","Sphindus_dubius","F","O","A",2017,4,"A","A*Sphindus_dubius"
"FOA_2017","Sulcacis_fronticornis","F","O","A",2017,2,"A","A*Sulcacis_fronticornis"
"FOA_2017","Sulcacis_nitidus","F","O","A",2017,142,"A","A*Sulcacis_nitidus"
"FOA_2017","Tachyta_nana","F","O","A",2017,1,"A","A*Tachyta_nana"
"FOA_2017","Tomoxia_bucephala","F","O","A",2017,9,"A","A*Tomoxia_bucephala"
"FOA_2017","Triplax_rufipes","F","O","A",2017,1,"A","A*Triplax_rufipes"
"FOA_2017","Uleiota_planatus","F","O","A",2017,2,"A","A*Uleiota_planatus"
"FOA_2017","Xyleborinus_saxesenii","F","O","A",2017,23,"A","A*Xyleborinus_saxesenii"
"AGE_2017","Cerylon_fagi","A","G","E",2017,1,"E","E*Cerylon_fagi"
"AGE_2017","Cerylon_ferrugineum","A","G","E",2017,1,"E","E*Cerylon_ferrugineum"
"AGE_2017","Cyclorhipidion_bodoanum","A","G","E",2017,6,"E","E*Cyclorhipidion_bodoanum"
"AGE_2017","Enicmus_rugosus","A","G","E",2017,2,"E","E*Enicmus_rugosus"
"AGE_2017","Paromalus_parallelepipedus","A","G","E",2017,1,"E","E*Paromalus_parallelepipedus"
"AGE_2017","Rhizophagus_bipustulatus","A","G","E",2017,2,"E","E*Rhizophagus_bipustulatus"
"AGE_2017","Xyleborinus_saxesenii","A","G","E",2017,1,"E","E*Xyleborinus_saxesenii"
"AGE_2017","Xylosandrus_germanus","A","G","E",2017,1,"E","E*Xylosandrus_germanus"
"BGE_2017","Colydium_elongatum","B","G","E",2017,1,"E","E*Colydium_elongatum"
"BGE_2017","Cyclorhipidion_bodoanum","B","G","E",2017,49,"E","E*Cyclorhipidion_bodoanum"
"BGE_2017","Enicmus_rugosus","B","G","E",2017,1,"E","E*Enicmus_rugosus"
"BGE_2017","Quedius_xanthopus","B","G","E",2017,1,"E","E*Quedius_xanthopus"
"BGE_2017","Rhizophagus_nitidulus","B","G","E",2017,1,"E","E*Rhizophagus_nitidulus"
"CGE_2017","Ampedus_pomorum","C","G","E",2017,1,"E","E*Ampedus_pomorum"
"CGE_2017","Anaspis_frontalis","C","G","E",2017,1,"E","E*Anaspis_frontalis"
"CGE_2017","Cerylon_histeroides","C","G","E",2017,1,"E","E*Cerylon_histeroides"
"CGE_2017","Cis_castaneus","C","G","E",2017,1,"E","E*Cis_castaneus"
"CGE_2017","Cryptolestes_duplicatus","C","G","E",2017,2,"E","E*Cryptolestes_duplicatus"
"CGE_2017","Cyclorhipidion_bodoanum","C","G","E",2017,5,"E","E*Cyclorhipidion_bodoanum"
"CGE_2017","Octotemnus_glabriculus","C","G","E",2017,1,"E","E*Octotemnus_glabriculus"
"CGE_2017","Plectophloeus_nubigena","C","G","E",2017,1,"E","E*Plectophloeus_nubigena"
"CGE_2017","Stictoleptura_scutellata","C","G","E",2017,1,"E","E*Stictoleptura_scutellata"
"EGE_2017","Anisandrus_dispar","E","G","E",2017,1,"E","E*Anisandrus_dispar"
"EGE_2017","Cerylon_ferrugineum","E","G","E",2017,1,"E","E*Cerylon_ferrugineum"
"EGE_2017","Cyclorhipidion_bodoanum","E","G","E",2017,27,"E","E*Cyclorhipidion_bodoanum"
"EGE_2017","Uleiota_planatus","E","G","E",2017,1,"E","E*Uleiota_planatus"
"EGE_2017","Xyleborinus_saxesenii","E","G","E",2017,1,"E","E*Xyleborinus_saxesenii"
"EGE_2017","Xyleborus_monographus","E","G","E",2017,1,"E","E*Xyleborus_monographus"
"EGE_2017","Xylosandrus_germanus","E","G","E",2017,2,"E","E*Xylosandrus_germanus"
"FGE_2017","Anisandrus_dispar","F","G","E",2017,1,"E","E*Anisandrus_dispar"
"FGE_2017","Aspidiphorus_orbiculatus","F","G","E",2017,1,"E","E*Aspidiphorus_orbiculatus"
"FGE_2017","Bolitochara_obliqua","F","G","E",2017,2,"E","E*Bolitochara_obliqua"
"FGE_2017","Cryptolestes_duplicatus","F","G","E",2017,1,"E","E*Cryptolestes_duplicatus"
"FGE_2017","Cyclorhipidion_bodoanum","F","G","E",2017,5,"E","E*Cyclorhipidion_bodoanum"
"FGE_2017","Enicmus_rugosus","F","G","E",2017,1,"E","E*Enicmus_rugosus"
"FGE_2017","Melasis_buprestoides","F","G","E",2017,1,"E","E*Melasis_buprestoides"
"FGE_2017","Plegaderus_dissectus","F","G","E",2017,1,"E","E*Plegaderus_dissectus"
"FGE_2017","Xyleborinus_saxesenii","F","G","E",2017,17,"E","E*Xyleborinus_saxesenii"
"FGE_2017","Xyleborus_monographus","F","G","E",2017,6,"E","E*Xyleborus_monographus"
"FGE_2017","Xylosandrus_germanus","F","G","E",2017,10,"E","E*Xylosandrus_germanus"
"ANE_2017","Anomognathus_cuspidatus","A","N","E",2017,1,"E","E*Anomognathus_cuspidatus"
"ANE_2017","Chrysobothris_affinis","A","N","E",2017,6,"E","E*Chrysobothris_affinis"
"ANE_2017","Cryptolestes_duplicatus","A","N","E",2017,1,"E","E*Cryptolestes_duplicatus"
"ANE_2017","Cyclorhipidion_bodoanum","A","N","E",2017,18,"E","E*Cyclorhipidion_bodoanum"
"ANE_2017","Pyrrhidium_sanguineum","A","N","E",2017,1,"E","E*Pyrrhidium_sanguineum"
"ANE_2017","Silvanus_bidentatus","A","N","E",2017,1,"E","E*Silvanus_bidentatus"
"ANE_2017","Xyleborus_monographus","A","N","E",2017,5,"E","E*Xyleborus_monographus"
"BNE_2017","Anaspis_flava","B","N","E",2017,1,"E","E*Anaspis_flava"
"BNE_2017","Bolitochara_obliqua","B","N","E",2017,1,"E","E*Bolitochara_obliqua"
"BNE_2017","Cerylon_histeroides","B","N","E",2017,2,"E","E*Cerylon_histeroides"
"BNE_2017","Cyclorhipidion_bodoanum","B","N","E",2017,175,"E","E*Cyclorhipidion_bodoanum"
"BNE_2017","Elateroides_dermestoides","B","N","E",2017,1,"E","E*Elateroides_dermestoides"
"BNE_2017","Enicmus_rugosus","B","N","E",2017,1,"E","E*Enicmus_rugosus"
"BNE_2017","Quedius_xanthopus","B","N","E",2017,1,"E","E*Quedius_xanthopus"
"BNE_2017","Xyleborinus_saxesenii","B","N","E",2017,2,"E","E*Xyleborinus_saxesenii"
"BNE_2017","Xylosandrus_germanus","B","N","E",2017,28,"E","E*Xylosandrus_germanus"
"CNE_2017","Anaspis_flava","C","N","E",2017,1,"E","E*Anaspis_flava"
"CNE_2017","Corticaria_longicornis","C","N","E",2017,1,"E","E*Corticaria_longicornis"
"CNE_2017","Cryptolestes_duplicatus","C","N","E",2017,2,"E","E*Cryptolestes_duplicatus"
"CNE_2017","Tachyta_nana","C","N","E",2017,1,"E","E*Tachyta_nana"
"DNE_2017","Anomognathus_cuspidatus","D","N","E",2017,1,"E","E*Anomognathus_cuspidatus"
"DNE_2017","Bitoma_crenata","D","N","E",2017,1,"E","E*Bitoma_crenata"
"DNE_2017","Chrysobothris_affinis","D","N","E",2017,1,"E","E*Chrysobothris_affinis"
"DNE_2017","Cryptolestes_duplicatus","D","N","E",2017,6,"E","E*Cryptolestes_duplicatus"
"DNE_2017","Silvanus_unidentatus","D","N","E",2017,1,"E","E*Silvanus_unidentatus"
"DNE_2017","Sulcacis_fronticornis","D","N","E",2017,1,"E","E*Sulcacis_fronticornis"
"DNE_2017","Sulcacis_nitidus","D","N","E",2017,1,"E","E*Sulcacis_nitidus"
"DNE_2017","Tritoma_bipustulata","D","N","E",2017,1,"E","E*Tritoma_bipustulata"
"DNE_2017","Xyleborinus_saxesenii","D","N","E",2017,1,"E","E*Xyleborinus_saxesenii"
"ENE_2017","Anomognathus_cuspidatus","E","N","E",2017,1,"E","E*Anomognathus_cuspidatus"
"ENE_2017","Bitoma_crenata","E","N","E",2017,1,"E","E*Bitoma_crenata"
"ENE_2017","Cyclorhipidion_bodoanum","E","N","E",2017,7,"E","E*Cyclorhipidion_bodoanum"
"ENE_2017","Plegaderus_dissectus","E","N","E",2017,1,"E","E*Plegaderus_dissectus"
"ENE_2017","Silvanus_bidentatus","E","N","E",2017,1,"E","E*Silvanus_bidentatus"
"ENE_2017","Taphrorychus_bicolor","E","N","E",2017,1,"E","E*Taphrorychus_bicolor"
"ENE_2017","Xyleborinus_saxesenii","E","N","E",2017,4,"E","E*Xyleborinus_saxesenii"
"FNE_2017","Anaspis_flava","F","N","E",2017,1,"E","E*Anaspis_flava"
"FNE_2017","Corticeus_unicolor","F","N","E",2017,1,"E","E*Corticeus_unicolor"
"FNE_2017","Enicmus_rugosus","F","N","E",2017,1,"E","E*Enicmus_rugosus"
"FNE_2017","Phloeonomus_punctipennis","F","N","E",2017,1,"E","E*Phloeonomus_punctipennis"
"FNE_2017","Phymatodes_testaceus","F","N","E",2017,1,"E","E*Phymatodes_testaceus"
"FNE_2017","Sulcacis_nitidus","F","N","E",2017,1,"E","E*Sulcacis_nitidus"
"FNE_2017","Xyleborus_monographus","F","N","E",2017,6,"E","E*Xyleborus_monographus"
"AOE_2017","Anomognathus_cuspidatus","A","O","E",2017,1,"E","E*Anomognathus_cuspidatus"
"AOE_2017","Bolitophagus_reticulatus","A","O","E",2017,1,"E","E*Bolitophagus_reticulatus"
"AOE_2017","Chrysobothris_affinis","A","O","E",2017,2,"E","E*Chrysobothris_affinis"
"AOE_2017","Cis_submicans","A","O","E",2017,1,"E","E*Cis_submicans"
"AOE_2017","Cryptolestes_duplicatus","A","O","E",2017,1,"E","E*Cryptolestes_duplicatus"
"AOE_2017","Cyclorhipidion_bodoanum","A","O","E",2017,7,"E","E*Cyclorhipidion_bodoanum"
"AOE_2017","Dasytes_niger","A","O","E",2017,1,"E","E*Dasytes_niger"
"AOE_2017","Dropephylla_ioptera","A","O","E",2017,1,"E","E*Dropephylla_ioptera"
"AOE_2017","Placonotus_testaceus","A","O","E",2017,2,"E","E*Placonotus_testaceus"
"AOE_2017","Silvanus_unidentatus","A","O","E",2017,1,"E","E*Silvanus_unidentatus"
"AOE_2017","Sulcacis_nitidus","A","O","E",2017,3,"E","E*Sulcacis_nitidus"
"AOE_2017","Tachyta_nana","A","O","E",2017,1,"E","E*Tachyta_nana"
"AOE_2017","Xyleborinus_saxesenii","A","O","E",2017,1,"E","E*Xyleborinus_saxesenii"
"AOE_2017","Xyleborus_monographus","A","O","E",2017,3,"E","E*Xyleborus_monographus"
"BOE_2017","Anomognathus_cuspidatus","B","O","E",2017,5,"E","E*Anomognathus_cuspidatus"
"BOE_2017","Bitoma_crenata","B","O","E",2017,1,"E","E*Bitoma_crenata"
"BOE_2017","Cryptolestes_duplicatus","B","O","E",2017,52,"E","E*Cryptolestes_duplicatus"
"BOE_2017","Cyclorhipidion_bodoanum","B","O","E",2017,277,"E","E*Cyclorhipidion_bodoanum"
"BOE_2017","Orthoperus_corticalis","B","O","E",2017,1,"E","E*Orthoperus_corticalis"
"BOE_2017","Phloeonomus_punctipennis","B","O","E",2017,2,"E","E*Phloeonomus_punctipennis"
"BOE_2017","Placonotus_testaceus","B","O","E",2017,7,"E","E*Placonotus_testaceus"
"BOE_2017","Rhizophagus_bipustulatus","B","O","E",2017,1,"E","E*Rhizophagus_bipustulatus"
"BOE_2017","Scaphisoma_agaricinum","B","O","E",2017,1,"E","E*Scaphisoma_agaricinum"
"BOE_2017","Silvanus_unidentatus","B","O","E",2017,5,"E","E*Silvanus_unidentatus"
"BOE_2017","Sulcacis_nitidus","B","O","E",2017,2,"E","E*Sulcacis_nitidus"
"BOE_2017","Tachyta_nana","B","O","E",2017,2,"E","E*Tachyta_nana"
"BOE_2017","Uleiota_planatus","B","O","E",2017,2,"E","E*Uleiota_planatus"
"BOE_2017","Xyleborinus_saxesenii","B","O","E",2017,289,"E","E*Xyleborinus_saxesenii"
"COE_2017","Bitoma_crenata","C","O","E",2017,1,"E","E*Bitoma_crenata"
